DOI,Field_ID
201810.1021/acs.jcim.9b00313,2
201810.1021/acs.jcim.9b00313,7
201810.1021/acs.jcim.9b00313,5
201710.1021/acs.jcim.9b00313,2
201710.1021/acs.jcim.9b00313,7
201710.1021/acs.jcim.9b00313,5
10.37028/LINGCURE.V5NS1.1348,8
10.37028/LINGCURE.V5NS1.1348,3
10.37028/LINGCURE.V5NS1.1348,2
202010.37028/LINGCURE.V5NS1.1348,8
202010.37028/LINGCURE.V5NS1.1348,3
202010.37028/LINGCURE.V5NS1.1348,2
201910.37028/LINGCURE.V5NS1.1348,8
201910.37028/LINGCURE.V5NS1.1348,3
201910.37028/LINGCURE.V5NS1.1348,2
10.1016/j.euroneuro.2020.03.016,2
10.1016/j.euroneuro.2020.03.016,5
201910.1016/j.euroneuro.2020.03.016,2
201910.1016/j.euroneuro.2020.03.016,5
201810.1016/j.euroneuro.2020.03.016,2
201810.1016/j.euroneuro.2020.03.016,5
10.48550/arXiv.2405.15709,11
10.48550/arXiv.2405.15709,2
202310.48550/arXiv.2405.15709,11
202310.48550/arXiv.2405.15709,2
202210.48550/arXiv.2405.15709,11
202210.48550/arXiv.2405.15709,2
202110.48550/arXiv.2405.15709,11
202110.48550/arXiv.2405.15709,2
202010.48550/arXiv.2405.15709,11
202010.48550/arXiv.2405.15709,2
10.1055/a-1885-1697,5
202110.1055/a-1885-1697,5
202010.1055/a-1885-1697,5
10.7717/peerj.1425,9
10.7717/peerj.1425,5
201410.7717/peerj.1425,9
201410.7717/peerj.1425,5
201310.7717/peerj.1425,9
201310.7717/peerj.1425,5
10.4018/ijsda.2013100103,5
10.4018/ijsda.2013100103,11
10.4018/ijsda.2013100103,2
201210.4018/ijsda.2013100103,5
201210.4018/ijsda.2013100103,11
201210.4018/ijsda.2013100103,2
201110.4018/ijsda.2013100103,5
201110.4018/ijsda.2013100103,11
201110.4018/ijsda.2013100103,2
10.1049/rpg2.12985,1
10.1049/rpg2.12985,2
10.1049/rpg2.12985,3
202310.1049/rpg2.12985,1
202310.1049/rpg2.12985,2
202310.1049/rpg2.12985,3
202210.1049/rpg2.12985,1
202210.1049/rpg2.12985,2
202210.1049/rpg2.12985,3
10.1109/BigData62323.2024.10825786,2
202310.1109/BigData62323.2024.10825786,2
202210.1109/BigData62323.2024.10825786,2
202110.1109/BigData62323.2024.10825786,2
202010.1109/BigData62323.2024.10825786,2
10.1109/ACCESS.2022.3167058,1
10.1109/ACCESS.2022.3167058,3
10.1109/ACCESS.2022.3167058,2
202110.1109/ACCESS.2022.3167058,1
202110.1109/ACCESS.2022.3167058,3
202110.1109/ACCESS.2022.3167058,2
202010.1109/ACCESS.2022.3167058,1
202010.1109/ACCESS.2022.3167058,3
202010.1109/ACCESS.2022.3167058,2
10.3389/fimmu.2024.1461424,9
10.3389/fimmu.2024.1461424,5
202310.3389/fimmu.2024.1461424,9
202310.3389/fimmu.2024.1461424,5
202210.3389/fimmu.2024.1461424,9
202210.3389/fimmu.2024.1461424,5
10.1038/s41598-018-34671-6,5
10.1038/s41598-018-34671-6,3
10.1038/s41598-018-34671-6,2
201710.1038/s41598-018-34671-6,5
201710.1038/s41598-018-34671-6,3
201710.1038/s41598-018-34671-6,2
201610.1038/s41598-018-34671-6,5
201610.1038/s41598-018-34671-6,3
201610.1038/s41598-018-34671-6,2
10.3390/ijerph16142598,3
10.3390/ijerph16142598,5
201810.3390/ijerph16142598,3
201810.3390/ijerph16142598,5
201710.3390/ijerph16142598,3
201710.3390/ijerph16142598,5
10.1016/j.cor.2022.105897,3
10.1016/j.cor.2022.105897,2
202110.1016/j.cor.2022.105897,3
202110.1016/j.cor.2022.105897,2
202010.1016/j.cor.2022.105897,3
202010.1016/j.cor.2022.105897,2
10.3390/electronics12122715,2
202210.3390/electronics12122715,2
202110.3390/electronics12122715,2
10.29207/joseit.v2i2.5460,2
10.29207/joseit.v2i2.5460,5
202210.29207/joseit.v2i2.5460,2
202210.29207/joseit.v2i2.5460,5
202110.29207/joseit.v2i2.5460,2
202110.29207/joseit.v2i2.5460,5
10.1007/978-3-030-03146-6_44,2
201710.1007/978-3-030-03146-6_44,2
201610.1007/978-3-030-03146-6_44,2
201510.1007/978-3-030-03146-6_44,2
201410.1007/978-3-030-03146-6_44,2
10.1109/ISCIT63075.2024.10793695,8
10.1109/ISCIT63075.2024.10793695,2
202310.1109/ISCIT63075.2024.10793695,8
202310.1109/ISCIT63075.2024.10793695,2
202210.1109/ISCIT63075.2024.10793695,8
202210.1109/ISCIT63075.2024.10793695,2
202110.1109/ISCIT63075.2024.10793695,8
202110.1109/ISCIT63075.2024.10793695,2
202010.1109/ISCIT63075.2024.10793695,8
202010.1109/ISCIT63075.2024.10793695,2
10.1088/1674-1056/ad4328,13
10.1088/1674-1056/ad4328,2
202310.1088/1674-1056/ad4328,13
202310.1088/1674-1056/ad4328,2
202210.1088/1674-1056/ad4328,13
202210.1088/1674-1056/ad4328,2
10.1002/aisy.202300402,3
10.1002/aisy.202300402,6
10.1002/aisy.202300402,2
202210.1002/aisy.202300402,3
202210.1002/aisy.202300402,6
202210.1002/aisy.202300402,2
202110.1002/aisy.202300402,3
202110.1002/aisy.202300402,6
202110.1002/aisy.202300402,2
10.1109/RoEduNet51892.2020.9324855,3
10.1109/RoEduNet51892.2020.9324855,2
201910.1109/RoEduNet51892.2020.9324855,3
201910.1109/RoEduNet51892.2020.9324855,2
201810.1109/RoEduNet51892.2020.9324855,3
201810.1109/RoEduNet51892.2020.9324855,2
201710.1109/RoEduNet51892.2020.9324855,3
201710.1109/RoEduNet51892.2020.9324855,2
201610.1109/RoEduNet51892.2020.9324855,3
201610.1109/RoEduNet51892.2020.9324855,2
10.1126/science.add8258,2
10.1126/science.add8258,5
202110.1126/science.add8258,2
202110.1126/science.add8258,5
202010.1126/science.add8258,2
202010.1126/science.add8258,5
10.1007/s10909-020-02545-9,13
10.1007/s10909-020-02545-9,6
201910.1007/s10909-020-02545-9,13
201910.1007/s10909-020-02545-9,6
201810.1007/s10909-020-02545-9,13
201810.1007/s10909-020-02545-9,6
10.1109/TENCON.2005.300837,2
200410.1109/TENCON.2005.300837,2
200310.1109/TENCON.2005.300837,2
200210.1109/TENCON.2005.300837,2
200110.1109/TENCON.2005.300837,2
10.1109/INDIN51773.2022.9976072,3
10.1109/INDIN51773.2022.9976072,2
202110.1109/INDIN51773.2022.9976072,3
202110.1109/INDIN51773.2022.9976072,2
202010.1109/INDIN51773.2022.9976072,3
202010.1109/INDIN51773.2022.9976072,2
201910.1109/INDIN51773.2022.9976072,3
201910.1109/INDIN51773.2022.9976072,2
201810.1109/INDIN51773.2022.9976072,3
201810.1109/INDIN51773.2022.9976072,2
10.1109/SNAMS.2018.8554834,11
10.1109/SNAMS.2018.8554834,2
201710.1109/SNAMS.2018.8554834,11
201710.1109/SNAMS.2018.8554834,2
201610.1109/SNAMS.2018.8554834,11
201610.1109/SNAMS.2018.8554834,2
201510.1109/SNAMS.2018.8554834,11
201510.1109/SNAMS.2018.8554834,2
201410.1109/SNAMS.2018.8554834,11
201410.1109/SNAMS.2018.8554834,2
10.1021/acs.jpca.1c09984,7
10.1021/acs.jpca.1c09984,5
202010.1021/acs.jpca.1c09984,7
202010.1021/acs.jpca.1c09984,5
201910.1021/acs.jpca.1c09984,7
201910.1021/acs.jpca.1c09984,5
10.3390/ijfs11030094,12
10.3390/ijfs11030094,16
10.3390/ijfs11030094,2
202210.3390/ijfs11030094,12
202210.3390/ijfs11030094,16
202210.3390/ijfs11030094,2
202110.3390/ijfs11030094,12
202110.3390/ijfs11030094,16
202110.3390/ijfs11030094,2
10.1109/M2VIP58386.2023.10413402,5
10.1109/M2VIP58386.2023.10413402,3
10.1109/M2VIP58386.2023.10413402,2
202210.1109/M2VIP58386.2023.10413402,5
202210.1109/M2VIP58386.2023.10413402,3
202210.1109/M2VIP58386.2023.10413402,2
202110.1109/M2VIP58386.2023.10413402,5
202110.1109/M2VIP58386.2023.10413402,3
202110.1109/M2VIP58386.2023.10413402,2
202010.1109/M2VIP58386.2023.10413402,5
202010.1109/M2VIP58386.2023.10413402,3
202010.1109/M2VIP58386.2023.10413402,2
201910.1109/M2VIP58386.2023.10413402,5
201910.1109/M2VIP58386.2023.10413402,3
201910.1109/M2VIP58386.2023.10413402,2
10.3390/sym13030486,2
202010.3390/sym13030486,2
201910.3390/sym13030486,2
10.22247/ijcna/2025/02,3
10.22247/ijcna/2025/02,2
202410.22247/ijcna/2025/02,3
202410.22247/ijcna/2025/02,2
202310.22247/ijcna/2025/02,3
202310.22247/ijcna/2025/02,2
10.1177/21925682231162817,2
10.1177/21925682231162817,5
202310.1177/21925682231162817,2
202310.1177/21925682231162817,5
202210.1177/21925682231162817,2
202210.1177/21925682231162817,5
10.1097/00000539-199906000-00001,5
199810.1097/00000539-199906000-00001,5
199710.1097/00000539-199906000-00001,5
10.1371/journal.pone.0312395,16
10.1371/journal.pone.0312395,10
10.1371/journal.pone.0312395,2
10.1371/journal.pone.0312395,5
10.1371/journal.pone.0312395,17
202310.1371/journal.pone.0312395,16
202310.1371/journal.pone.0312395,10
202310.1371/journal.pone.0312395,2
202310.1371/journal.pone.0312395,5
202310.1371/journal.pone.0312395,17
202210.1371/journal.pone.0312395,16
202210.1371/journal.pone.0312395,10
202210.1371/journal.pone.0312395,2
202210.1371/journal.pone.0312395,5
202210.1371/journal.pone.0312395,17
10.1109/CEIT.2015.7232991,3
10.1109/CEIT.2015.7232991,2
201410.1109/CEIT.2015.7232991,3
201410.1109/CEIT.2015.7232991,2
201310.1109/CEIT.2015.7232991,3
201310.1109/CEIT.2015.7232991,2
201210.1109/CEIT.2015.7232991,3
201210.1109/CEIT.2015.7232991,2
201110.1109/CEIT.2015.7232991,3
201110.1109/CEIT.2015.7232991,2
10.1109/ISADS56919.2023.10092137,5
10.1109/ISADS56919.2023.10092137,2
202210.1109/ISADS56919.2023.10092137,5
202210.1109/ISADS56919.2023.10092137,2
202110.1109/ISADS56919.2023.10092137,5
202110.1109/ISADS56919.2023.10092137,2
202010.1109/ISADS56919.2023.10092137,5
202010.1109/ISADS56919.2023.10092137,2
201910.1109/ISADS56919.2023.10092137,5
201910.1109/ISADS56919.2023.10092137,2
10.1109/CICN56167.2022.10008343,3
10.1109/CICN56167.2022.10008343,2
202110.1109/CICN56167.2022.10008343,3
202110.1109/CICN56167.2022.10008343,2
202010.1109/CICN56167.2022.10008343,3
202010.1109/CICN56167.2022.10008343,2
201910.1109/CICN56167.2022.10008343,3
201910.1109/CICN56167.2022.10008343,2
201810.1109/CICN56167.2022.10008343,3
201810.1109/CICN56167.2022.10008343,2
10.1109/JBHI.2024.3372649,2
10.1109/JBHI.2024.3372649,5
202310.1109/JBHI.2024.3372649,2
202310.1109/JBHI.2024.3372649,5
202210.1109/JBHI.2024.3372649,2
202210.1109/JBHI.2024.3372649,5
10.1109/ICNC59896.2024.10556143,3
10.1109/ICNC59896.2024.10556143,2
202310.1109/ICNC59896.2024.10556143,3
202310.1109/ICNC59896.2024.10556143,2
202210.1109/ICNC59896.2024.10556143,3
202210.1109/ICNC59896.2024.10556143,2
202110.1109/ICNC59896.2024.10556143,3
202110.1109/ICNC59896.2024.10556143,2
202010.1109/ICNC59896.2024.10556143,3
202010.1109/ICNC59896.2024.10556143,2
10.1186/s12890-024-03160-0,2
10.1186/s12890-024-03160-0,5
202310.1186/s12890-024-03160-0,2
202310.1186/s12890-024-03160-0,5
202210.1186/s12890-024-03160-0,2
202210.1186/s12890-024-03160-0,5
10.1155/ASP.2005.3128,5
10.1155/ASP.2005.3128,3
10.1155/ASP.2005.3128,2
200410.1155/ASP.2005.3128,5
200410.1155/ASP.2005.3128,3
200410.1155/ASP.2005.3128,2
200310.1155/ASP.2005.3128,5
200310.1155/ASP.2005.3128,3
200310.1155/ASP.2005.3128,2
10.1109/SMART52563.2021.9676299,1
10.1109/SMART52563.2021.9676299,2
10.1109/SMART52563.2021.9676299,15
202010.1109/SMART52563.2021.9676299,1
202010.1109/SMART52563.2021.9676299,2
202010.1109/SMART52563.2021.9676299,15
201910.1109/SMART52563.2021.9676299,1
201910.1109/SMART52563.2021.9676299,2
201910.1109/SMART52563.2021.9676299,15
201810.1109/SMART52563.2021.9676299,1
201810.1109/SMART52563.2021.9676299,2
201810.1109/SMART52563.2021.9676299,15
201710.1109/SMART52563.2021.9676299,1
201710.1109/SMART52563.2021.9676299,2
201710.1109/SMART52563.2021.9676299,15
10.1016/J.PSEP.2019.01.013,1
10.1016/J.PSEP.2019.01.013,2
10.1016/J.PSEP.2019.01.013,3
201810.1016/J.PSEP.2019.01.013,1
201810.1016/J.PSEP.2019.01.013,2
201810.1016/J.PSEP.2019.01.013,3
201710.1016/J.PSEP.2019.01.013,1
201710.1016/J.PSEP.2019.01.013,2
201710.1016/J.PSEP.2019.01.013,3
10.3390/nano12081269,13
10.3390/nano12081269,6
10.3390/nano12081269,3
10.3390/nano12081269,2
10.3390/nano12081269,5
202110.3390/nano12081269,13
202110.3390/nano12081269,6
202110.3390/nano12081269,3
202110.3390/nano12081269,2
202110.3390/nano12081269,5
202010.3390/nano12081269,13
202010.3390/nano12081269,6
202010.3390/nano12081269,3
202010.3390/nano12081269,2
202010.3390/nano12081269,5
10.37943/19ppfn3256,15
202310.37943/19ppfn3256,15
202210.37943/19ppfn3256,15
10.1109/ICSPCC46631.2019.8960779,3
10.1109/ICSPCC46631.2019.8960779,2
201810.1109/ICSPCC46631.2019.8960779,3
201810.1109/ICSPCC46631.2019.8960779,2
201710.1109/ICSPCC46631.2019.8960779,3
201710.1109/ICSPCC46631.2019.8960779,2
201610.1109/ICSPCC46631.2019.8960779,3
201610.1109/ICSPCC46631.2019.8960779,2
201510.1109/ICSPCC46631.2019.8960779,3
201510.1109/ICSPCC46631.2019.8960779,2
10.1109/DSIT61374.2024.10881634,2
